Timestep,Rate,Storm,Unit,Accumulation
01JAN2024 05:40:00,0.01769,100,Inches per 15 Minutes,0.30419332
01JAN2024 05:50:00,0.01769,100,Inches per 15 Minutes,0.31615666
01JAN2024 06:00:00,0.01875,100,Inches per 15 Minutes,0.32812
01JAN2024 06:10:00,0.01875,100,Inches per 15 Minutes,0.34153333
01JAN2024 06:20:00,0.01875,100,Inches per 15 Minutes,0.35494667
01JAN2024 06:30:00,0.02217,100,Inches per 15 Minutes,0.36836
01JAN2024 06:40:00,0.02217,100,Inches per 15 Minutes,0.38338003
01JAN2024 06:50:00,0.02217,100,Inches per 15 Minutes,0.3984
01JAN2024 07:00:00,0.02368,100,Inches per 15 Minutes,0.41342002
01JAN2024 07:10:00,0.02368,100,Inches per 15 Minutes,0.42949337
01JAN2024 07:20:00,0.02368,100,Inches per 15 Minutes,0.44556668
01JAN2024 07:30:00,0.02547,100,Inches per 15 Minutes,0.46164003
01JAN2024 07:40:00,0.02547,100,Inches per 15 Minutes,0.47896335
01JAN2024 07:50:00,0.02547,100,Inches per 15 Minutes,0.4962867
01JAN2024 08:00:00,0.02762,100,Inches per 15 Minutes,0.51361
01JAN2024 08:10:00,0.02762,100,Inches per 15 Minutes,0.53244
01JAN2024 08:20:00,0.02762,100,Inches per 15 Minutes,0.55127
01JAN2024 08:30:00,0.03027,100,Inches per 15 Minutes,0.5701
01JAN2024 08:40:00,0.03027,100,Inches per 15 Minutes,0.5908
01JAN2024 08:50:00,0.03027,100,Inches per 15 Minutes,0.6115
01JAN2024 09:00:00,0.03361,100,Inches per 15 Minutes,0.6322
01JAN2024 09:10:00,0.03361,100,Inches per 15 Minutes,0.65545
01JAN2024 09:20:00,0.03361,100,Inches per 15 Minutes,0.67870003
01JAN2024 09:30:00,0.03852,100,Inches per 15 Minutes,0.70195
01JAN2024 09:40:00,0.03852,100,Inches per 15 Minutes,0.7285567
01JAN2024 09:50:00,0.03852,100,Inches per 15 Minutes,0.7551633
01JAN2024 10:00:00,0.04463,100,Inches per 15 Minutes,0.78177
01JAN2024 10:10:00,0.04463,100,Inches per 15 Minutes,0.81286997
01JAN2024 10:20:00,0.04463,100,Inches per 15 Minutes,0.84397
01JAN2024 10:30:00,0.05373,100,Inches per 15 Minutes,0.87507
01JAN2024 10:40:00,0.05373,100,Inches per 15 Minutes,0.9155033
01JAN2024 10:50:00,0.05373,100,Inches per 15 Minutes,0.9559366
01JAN2024 11:00:00,0.07696,100,Inches per 15 Minutes,0.99636996
01JAN2024 11:10:00,0.07696,100,Inches per 15 Minutes,1.0560867
01JAN2024 11:20:00,0.07696,100,Inches per 15 Minutes,1.1158032
01JAN2024 11:30:00,0.12459,100,Inches per 15 Minutes,1.17552
01JAN2024 11:40:00,0.12459,100,Inches per 15 Minutes,1.2998832
01JAN2024 11:50:00,0.12459,100,Inches per 15 Minutes,1.4242467
01JAN2024 12:00:00,0.30559,100,Inches per 15 Minutes,1.54861
01JAN2024 12:10:00,0.30559,100,Inches per 15 Minutes,1.9290867
01JAN2024 12:20:00,0.30559,100,Inches per 15 Minutes,2.3095634
01JAN2024 12:30:00,0.28908,100,Inches per 15 Minutes,2.69004
01JAN2024 12:40:00,0.28908,100,Inches per 15 Minutes,2.8336267
01JAN2024 12:50:00,0.28908,100,Inches per 15 Minutes,2.9772134
01JAN2024 13:00:00,0.11197,100,Inches per 15 Minutes,3.1208
01JAN2024 13:10:00,0.11197,100,Inches per 15 Minutes,3.1857934
01JAN2024 13:20:00,0.11197,100,Inches per 15 Minutes,3.2507865
01JAN2024 13:30:00,0.07189,100,Inches per 15 Minutes,3.31578
01JAN2024 13:40:00,0.07189,100,Inches per 15 Minutes,3.3586667
01JAN2024 13:50:00,0.07189,100,Inches per 15 Minutes,3.4015534
01JAN2024 14:00:00,0.05105,100,Inches per 15 Minutes,3.4444401
01JAN2024 14:10:00,0.05105,100,Inches per 15 Minutes,3.4769702
01JAN2024 14:20:00,0.05105,100,Inches per 15 Minutes,3.5095
01JAN2024 14:30:00,0.04289,100,Inches per 15 Minutes,3.54203
01JAN2024 14:40:00,0.04289,100,Inches per 15 Minutes,3.56961
01JAN2024 14:50:00,0.04289,100,Inches per 15 Minutes,3.5971901
01JAN2024 15:00:00,0.03729,100,Inches per 15 Minutes,3.6247702
01JAN2024 15:10:00,0.03729,100,Inches per 15 Minutes,3.6487303
01JAN2024 15:20:00,0.03729,100,Inches per 15 Minutes,3.6726902
01JAN2024 15:30:00,0.03269,100,Inches per 15 Minutes,3.6966503
01JAN2024 15:40:00,0.03269,100,Inches per 15 Minutes,3.7178903
01JAN2024 15:50:00,0.03269,100,Inches per 15 Minutes,3.7391303
01JAN2024 16:00:00,0.02955,100,Inches per 15 Minutes,3.7603703
01JAN2024 16:10:00,0.02955,100,Inches per 15 Minutes,3.7796302
01JAN2024 16:20:00,0.02955,100,Inches per 15 Minutes,3.7988904
01JAN2024 16:30:00,0.02705,100,Inches per 15 Minutes,3.8181503
01JAN2024 16:40:00,0.02705,100,Inches per 15 Minutes,3.8358235
01JAN2024 16:50:00,0.02705,100,Inches per 15 Minutes,3.853497
01JAN2024 17:00:00,0.02499,100,Inches per 15 Minutes,3.8711703
01JAN2024 17:10:00,0.02499,100,Inches per 15 Minutes,3.8875337
01JAN2024 17:20:00,0.02499,100,Inches per 15 Minutes,3.903897
01JAN2024 17:30:00,0.02328,100,Inches per 15 Minutes,3.9202604
01JAN2024 17:40:00,0.02328,100,Inches per 15 Minutes,3.935527
01JAN2024 17:50:00,0.02328,100,Inches per 15 Minutes,3.9507937
01JAN2024 18:00:00,0.02182,100,Inches per 15 Minutes,3.9660604
01JAN2024 18:10:00,0.02182,100,Inches per 15 Minutes,3.9796803
01JAN2024 18:20:00,0.02182,100,Inches per 15 Minutes,3.9933004
01JAN2024 18:30:00,0.01847,100,Inches per 15 Minutes,4.0069203
01JAN2024 18:40:00,0.01847,100,Inches per 15 Minutes,4.019057
01JAN2024 18:50:00,0.01847,100,Inches per 15 Minutes,4.0311937
01JAN2024 19:00:00,0.01745,100,Inches per 15 Minutes,4.04333
01JAN2024 19:10:00,0.01745,100,Inches per 15 Minutes,4.0548067
01JAN2024 19:20:00,0.01745,100,Inches per 15 Minutes,4.0662837
01JAN2024 19:30:00,0.01655,100,Inches per 15 Minutes,4.07776
01JAN2024 19:40:00,0.01655,100,Inches per 15 Minutes,4.088657
01JAN2024 19:50:00,0.01655,100,Inches per 15 Minutes,4.0995536
01JAN2024 20:00:00,0.01575,100,Inches per 15 Minutes,4.1104503
01JAN2024 20:10:00,0.01575,100,Inches per 15 Minutes,4.1208267
01JAN2024 20:20:00,0.01575,100,Inches per 15 Minutes,4.1312037
01JAN2024 20:30:00,0.01504,100,Inches per 15 Minutes,4.14158
01JAN2024 20:40:00,0.01504,100,Inches per 15 Minutes,4.151497
01JAN2024 20:50:00,0.01504,100,Inches per 15 Minutes,4.161413
01JAN2024 21:00:00,0.0144,100,Inches per 15 Minutes,4.17133
01JAN2024 21:10:00,0.0144,100,Inches per 15 Minutes,4.18083
01JAN2024 21:20:00,0.0144,100,Inches per 15 Minutes,4.19033
01JAN2024 21:30:00,0.01381,100,Inches per 15 Minutes,4.19983
01JAN2024 21:40:00,0.01381,100,Inches per 15 Minutes,4.2089467
01JAN2024 21:50:00,0.01381,100,Inches per 15 Minutes,4.2180634
01JAN2024 22:00:00,0.01328,100,Inches per 15 Minutes,4.22718
01JAN2024 22:10:00,0.01328,100,Inches per 15 Minutes,4.2359533
01JAN2024 22:20:00,0.01328,100,Inches per 15 Minutes,4.2447267
01JAN2024 22:30:00,0.0128,100,Inches per 15 Minutes,4.2535
01JAN2024 22:40:00,0.0128,100,Inches per 15 Minutes,4.2619567
01JAN2024 22:50:00,0.0128,100,Inches per 15 Minutes,4.2704134
01JAN2024 23:00:00,0.01236,100,Inches per 15 Minutes,4.27887
01JAN2024 23:10:00,0.01236,100,Inches per 15 Minutes,4.28704
01JAN2024 23:20:00,0.01236,100,Inches per 15 Minutes,4.29521
01JAN2024 23:30:00,0.01195,100,Inches per 15 Minutes,4.30338
01JAN2024 23:40:00,0.01195,100,Inches per 15 Minutes,4.3112803
01JAN2024 23:50:00,0.01195,100,Inches per 15 Minutes,4.31918
02JAN2024 00:00:00,0.01157,100,Inches per 15 Minutes,4.3270802
01JAN2024 00:00:00,0.0,500,Inches per 15 Minutes,0.0
01JAN2024 00:10:00,0.0,500,Inches per 15 Minutes,0.0
01JAN2024 00:20:00,0.0,500,Inches per 15 Minutes,0.0
01JAN2024 00:30:00,0.01425,500,Inches per 15 Minutes,0.01402
01JAN2024 00:40:00,0.01425,500,Inches per 15 Minutes,0.023596667
01JAN2024 00:50:00,0.01425,500,Inches per 15 Minutes,0.033173334
01JAN2024 01:00:00,0.01472,500,Inches per 15 Minutes,0.04275
01JAN2024 01:10:00,0.01472,500,Inches per 15 Minutes,0.052646667
01JAN2024 01:20:00,0.01472,500,Inches per 15 Minutes,0.06254333
01JAN2024 01:30:00,0.01523,500,Inches per 15 Minutes,0.07244
01JAN2024 01:40:00,0.01523,500,Inches per 15 Minutes,0.08268666
01JAN2024 01:50:00,0.01523,500,Inches per 15 Minutes,0.092933334
01JAN2024 02:00:00,0.01579,500,Inches per 15 Minutes,0.10318
01JAN2024 02:10:00,0.01579,500,Inches per 15 Minutes,0.113806665
01JAN2024 02:20:00,0.01579,500,Inches per 15 Minutes,0.12443333
01JAN2024 02:30:00,0.0164,500,Inches per 15 Minutes,0.13506
01JAN2024 02:40:00,0.0164,500,Inches per 15 Minutes,0.1461
01JAN2024 02:50:00,0.0164,500,Inches per 15 Minutes,0.15713999
01JAN2024 03:00:00,0.01707,500,Inches per 15 Minutes,0.16817999
01JAN2024 03:10:00,0.01707,500,Inches per 15 Minutes,0.17967665
01JAN2024 03:20:00,0.01707,500,Inches per 15 Minutes,0.19117332
01JAN2024 03:30:00,0.0178,500,Inches per 15 Minutes,0.20266998
01JAN2024 03:40:00,0.0178,500,Inches per 15 Minutes,0.21466665
01JAN2024 03:50:00,0.0178,500,Inches per 15 Minutes,0.2266633
01JAN2024 04:00:00,0.01861,500,Inches per 15 Minutes,0.23865998
01JAN2024 04:10:00,0.01861,500,Inches per 15 Minutes,0.25120997
01JAN2024 04:20:00,0.01861,500,Inches per 15 Minutes,0.26375997
01JAN2024 04:30:00,0.01951,500,Inches per 15 Minutes,0.27630997
01JAN2024 04:40:00,0.01951,500,Inches per 15 Minutes,0.28947997
01JAN2024 04:50:00,0.01951,500,Inches per 15 Minutes,0.30264997
01JAN2024 05:00:00,0.02052,500,Inches per 15 Minutes,0.31581998
01JAN2024 05:10:00,0.02052,500,Inches per 15 Minutes,0.3296833
01JAN2024 05:20:00,0.02052,500,Inches per 15 Minutes,0.34354666
01JAN2024 05:30:00,0.02166,500,Inches per 15 Minutes,0.35740998
01JAN2024 05:40:00,0.02166,500,Inches per 15 Minutes,0.37205997
01JAN2024 05:50:00,0.02166,500,Inches per 15 Minutes,0.38671
01JAN2024 06:00:00,0.02296,500,Inches per 15 Minutes,0.40135998
01JAN2024 06:10:00,0.02296,500,Inches per 15 Minutes,0.41779664
01JAN2024 06:20:00,0.02296,500,Inches per 15 Minutes,0.4342333
01JAN2024 06:30:00,0.02718,500,Inches per 15 Minutes,0.45066997
01JAN2024 06:40:00,0.02718,500,Inches per 15 Minutes,0.46908996
01JAN2024 06:50:00,0.02718,500,Inches per 15 Minutes,0.48750997
01JAN2024 07:00:00,0.02905,500,Inches per 15 Minutes,0.50592995
01JAN2024 07:10:00,0.02905,500,Inches per 15 Minutes,0.5256466
01JAN2024 07:20:00,0.02905,500,Inches per 15 Minutes,0.54536325
01JAN2024 07:30:00,0.03126,500,Inches per 15 Minutes,0.5650799
01JAN2024 07:40:00,0.03126,500,Inches per 15 Minutes,0.58633995
01JAN2024 07:50:00,0.03126,500,Inches per 15 Minutes,0.6075999
01JAN2024 08:00:00,0.03391,500,Inches per 15 Minutes,0.62885994
01JAN2024 08:10:00,0.03391,500,Inches per 15 Minutes,0.6519799
01JAN2024 08:20:00,0.03391,500,Inches per 15 Minutes,0.6750999
01JAN2024 08:30:00,0.03717,500,Inches per 15 Minutes,0.6982199
01JAN2024 08:40:00,0.03717,500,Inches per 15 Minutes,0.72364324
01JAN2024 08:50:00,0.03717,500,Inches per 15 Minutes,0.74906653
01JAN2024 09:00:00,0.0413,500,Inches per 15 Minutes,0.7744899
01JAN2024 09:10:00,0.0413,500,Inches per 15 Minutes,0.8037632
01JAN2024 09:20:00,0.0413,500,Inches per 15 Minutes,0.83303654
01JAN2024 09:30:00,0.04953,500,Inches per 15 Minutes,0.8623099
01JAN2024 09:40:00,0.04953,500,Inches per 15 Minutes,0.89650655
01JAN2024 09:50:00,0.04953,500,Inches per 15 Minutes,0.93070316
01JAN2024 10:00:00,0.05727,500,Inches per 15 Minutes,0.96489984
01JAN2024 10:10:00,0.05727,500,Inches per 15 Minutes,1.0047865
01JAN2024 10:20:00,0.05727,500,Inches per 15 Minutes,1.0446732
01JAN2024 10:30:00,0.06877,500,Inches per 15 Minutes,1.0845598
01JAN2024 10:40:00,0.06877,500,Inches per 15 Minutes,1.1378131
01JAN2024 10:50:00,0.06877,500,Inches per 15 Minutes,1.1910665
01JAN2024 11:00:00,0.10305,500,Inches per 15 Minutes,1.2443198
01JAN2024 11:10:00,0.10305,500,Inches per 15 Minutes,1.3274264
01JAN2024 11:20:00,0.10305,500,Inches per 15 Minutes,1.4105332
01JAN2024 11:30:00,0.17479,500,Inches per 15 Minutes,1.4936398
01JAN2024 11:40:00,0.17479,500,Inches per 15 Minutes,1.6659166
01JAN2024 11:50:00,0.17479,500,Inches per 15 Minutes,1.8381932
01JAN2024 12:00:00,0.33271,500,Inches per 15 Minutes,2.01047
01JAN2024 12:10:00,0.33271,500,Inches per 15 Minutes,2.4219732
01JAN2024 12:20:00,0.33271,500,Inches per 15 Minutes,2.8334765
01JAN2024 12:30:00,0.3832,500,Inches per 15 Minutes,3.2449799
01JAN2024 12:40:00,0.3832,500,Inches per 15 Minutes,3.4381099
01JAN2024 12:50:00,0.3832,500,Inches per 15 Minutes,3.63124
01JAN2024 13:00:00,0.15879,500,Inches per 15 Minutes,3.82437
01JAN2024 13:10:00,0.15879,500,Inches per 15 Minutes,3.9142299
01JAN2024 13:20:00,0.15879,500,Inches per 15 Minutes,4.00409
01JAN2024 13:30:00,0.09655,500,Inches per 15 Minutes,4.09395
01JAN2024 13:40:00,0.09655,500,Inches per 15 Minutes,4.1503363
01JAN2024 13:50:00,0.09655,500,Inches per 15 Minutes,4.206723
01JAN2024 14:00:00,0.06539,500,Inches per 15 Minutes,4.2631097
01JAN2024 14:10:00,0.06539,500,Inches per 15 Minutes,4.304806
01JAN2024 14:20:00,0.06539,500,Inches per 15 Minutes,4.3465033
01JAN2024 14:30:00,0.05507,500,Inches per 15 Minutes,4.3882
01JAN2024 14:40:00,0.05507,500,Inches per 15 Minutes,4.4236298
01JAN2024 14:50:00,0.05507,500,Inches per 15 Minutes,4.4590597
01JAN2024 15:00:00,0.04797,500,Inches per 15 Minutes,4.4944897
01JAN2024 15:10:00,0.04797,500,Inches per 15 Minutes,4.5246496
01JAN2024 15:20:00,0.04797,500,Inches per 15 Minutes,4.5548096
01JAN2024 15:30:00,0.04016,500,Inches per 15 Minutes,4.5849695
01JAN2024 15:40:00,0.04016,500,Inches per 15 Minutes,4.6110597
01JAN2024 15:50:00,0.04016,500,Inches per 15 Minutes,4.6371493
01JAN2024 16:00:00,0.03629,500,Inches per 15 Minutes,4.6632395
01JAN2024 16:10:00,0.03629,500,Inches per 15 Minutes,4.6868896
01JAN2024 16:20:00,0.03629,500,Inches per 15 Minutes,4.7105393
01JAN2024 16:30:00,0.0332,500,Inches per 15 Minutes,4.7341895
01JAN2024 16:40:00,0.0332,500,Inches per 15 Minutes,4.7558794
01JAN2024 16:50:00,0.0332,500,Inches per 15 Minutes,4.7775693
01JAN2024 17:00:00,0.03067,500,Inches per 15 Minutes,4.799259
01JAN2024 17:10:00,0.03067,500,Inches per 15 Minutes,4.8193393
01JAN2024 17:20:00,0.03067,500,Inches per 15 Minutes,4.8394194
01JAN2024 17:30:00,0.02855,500,Inches per 15 Minutes,4.8594995
01JAN2024 17:40:00,0.02855,500,Inches per 15 Minutes,4.878223
01JAN2024 17:50:00,0.02855,500,Inches per 15 Minutes,4.896946
01JAN2024 18:00:00,0.02676,500,Inches per 15 Minutes,4.9156694
01JAN2024 18:10:00,0.02676,500,Inches per 15 Minutes,4.9323597
01JAN2024 18:20:00,0.02676,500,Inches per 15 Minutes,4.9490495
01JAN2024 18:30:00,0.02262,500,Inches per 15 Minutes,4.9657397
01JAN2024 18:40:00,0.02262,500,Inches per 15 Minutes,4.980603
01JAN2024 18:50:00,0.02262,500,Inches per 15 Minutes,4.995466
01JAN2024 19:00:00,0.02136,500,Inches per 15 Minutes,5.0103297
01JAN2024 19:10:00,0.02136,500,Inches per 15 Minutes,5.0243797
01JAN2024 19:20:00,0.02136,500,Inches per 15 Minutes,5.0384297
01JAN2024 19:30:00,0.02025,500,Inches per 15 Minutes,5.0524797
01JAN2024 19:40:00,0.02025,500,Inches per 15 Minutes,5.065813
01JAN2024 19:50:00,0.02025,500,Inches per 15 Minutes,5.0791464
01JAN2024 20:00:00,0.01927,500,Inches per 15 Minutes,5.0924797
01JAN2024 20:10:00,0.01927,500,Inches per 15 Minutes,5.1051764
01JAN2024 20:20:00,0.01927,500,Inches per 15 Minutes,5.1178727
01JAN2024 20:30:00,0.0184,500,Inches per 15 Minutes,5.1305695
01JAN2024 20:40:00,0.0184,500,Inches per 15 Minutes,5.1426997
01JAN2024 20:50:00,0.0184,500,Inches per 15 Minutes,5.1548295
01JAN2024 21:00:00,0.01761,500,Inches per 15 Minutes,5.16696
01JAN2024 21:10:00,0.01761,500,Inches per 15 Minutes,5.1785765
01JAN2024 21:20:00,0.01761,500,Inches per 15 Minutes,5.190193
01JAN2024 21:30:00,0.01689,500,Inches per 15 Minutes,5.20181
01JAN2024 21:40:00,0.01689,500,Inches per 15 Minutes,5.21296
01JAN2024 21:50:00,0.01689,500,Inches per 15 Minutes,5.22411
01JAN2024 22:00:00,0.01624,500,Inches per 15 Minutes,5.23526
01JAN2024 22:10:00,0.01624,500,Inches per 15 Minutes,5.245987
01JAN2024 22:20:00,0.01624,500,Inches per 15 Minutes,5.2567134
01JAN2024 22:30:00,0.01565,500,Inches per 15 Minutes,5.2674403
01JAN2024 22:40:00,0.01565,500,Inches per 15 Minutes,5.27778
01JAN2024 22:50:00,0.01565,500,Inches per 15 Minutes,5.2881203
01JAN2024 23:00:00,0.0151,500,Inches per 15 Minutes,5.29846
01JAN2024 23:10:00,0.0151,500,Inches per 15 Minutes,5.3084435
01JAN2024 23:20:00,0.0151,500,Inches per 15 Minutes,5.3184266
01JAN2024 23:30:00,0.0146,500,Inches per 15 Minutes,5.32841
01JAN2024 23:40:00,0.0146,500,Inches per 15 Minutes,5.3380632
01JAN2024 23:50:00,0.0146,500,Inches per 15 Minutes,5.347717
02JAN2024 00:00:00,0.01413,500,Inches per 15 Minutes,5.35737
01JAN2024 00:00:00,0.0,150,Inches per 15 Minutes,0.0
01JAN2024 00:10:00,0.0,150,Inches per 15 Minutes,0.0
01JAN2024 00:20:00,0.0,150,Inches per 15 Minutes,0.0
01JAN2024 00:30:00,0.0143418,150,Inches per 15 Minutes,0.0141081
01JAN2024 00:40:00,0.0143418,150,Inches per 15 Minutes,0.0237472
01JAN2024 00:50:00,0.0143418,150,Inches per 15 Minutes,0.0333863
01JAN2024 01:00:00,0.0148092,150,Inches per 15 Minutes,0.0430254
01JAN2024 01:10:00,0.0148092,150,Inches per 15 Minutes,0.0529843
01JAN2024 01:20:00,0.0148092,150,Inches per 15 Minutes,0.0629432
01JAN2024 01:30:00,0.0153258,150,Inches per 15 Minutes,0.0729021
01JAN2024 01:40:00,0.0153258,150,Inches per 15 Minutes,0.0832136
01JAN2024 01:50:00,0.0153258,150,Inches per 15 Minutes,0.0935251
01JAN2024 02:00:00,0.0158916,150,Inches per 15 Minutes,0.103836596
01JAN2024 02:10:00,0.0158916,150,Inches per 15 Minutes,0.11452939
01JAN2024 02:20:00,0.0158916,150,Inches per 15 Minutes,0.12522219
01JAN2024 02:30:00,0.0164943,150,Inches per 15 Minutes,0.135915
01JAN2024 02:40:00,0.0164943,150,Inches per 15 Minutes,0.1470219
01JAN2024 02:50:00,0.0164943,150,Inches per 15 Minutes,0.1581288
01JAN2024 03:00:00,0.0171585,150,Inches per 15 Minutes,0.1692357
01JAN2024 03:10:00,0.0171585,150,Inches per 15 Minutes,0.18079361
01JAN2024 03:20:00,0.0171585,150,Inches per 15 Minutes,0.1923515
01JAN2024 03:30:00,0.0178965,150,Inches per 15 Minutes,0.20390941
01JAN2024 03:40:00,0.0178965,150,Inches per 15 Minutes,0.21597162
01JAN2024 03:50:00,0.0178965,150,Inches per 15 Minutes,0.22803381
01JAN2024 04:00:00,0.0187083,150,Inches per 15 Minutes,0.24009602
01JAN2024 04:10:00,0.0187083,150,Inches per 15 Minutes,0.25271583
01JAN2024 04:20:00,0.0187083,150,Inches per 15 Minutes,0.26533562
01JAN2024 04:30:00,0.0196062,150,Inches per 15 Minutes,0.2779554
01JAN2024 04:40:00,0.0196062,150,Inches per 15 Minutes,0.2911902
01JAN2024 04:50:00,0.0196062,150,Inches per 15 Minutes,0.30442503
01JAN2024 05:00:00,0.0206148,150,Inches per 15 Minutes,0.31765983
01JAN2024 05:10:00,0.0206148,150,Inches per 15 Minutes,0.33158752
01JAN2024 05:20:00,0.0206148,150,Inches per 15 Minutes,0.34551522
01JAN2024 05:30:00,0.0217587,150,Inches per 15 Minutes,0.35944292
01JAN2024 05:40:00,0.0217587,150,Inches per 15 Minutes,0.37415782
01JAN2024 05:50:00,0.0217587,150,Inches per 15 Minutes,0.38887274
01JAN2024 06:00:00,0.0230625,150,Inches per 15 Minutes,0.40358764
01JAN2024 06:10:00,0.0230625,150,Inches per 15 Minutes,0.42008603
01JAN2024 06:20:00,0.0230625,150,Inches per 15 Minutes,0.43658444
01JAN2024 06:30:00,0.0272691,150,Inches per 15 Minutes,0.45308283
01JAN2024 06:40:00,0.0272691,150,Inches per 15 Minutes,0.4715574
01JAN2024 06:50:00,0.0272691,150,Inches per 15 Minutes,0.49003202
01JAN2024 07:00:00,0.0291264,150,Inches per 15 Minutes,0.5085066
01JAN2024 07:10:00,0.0291264,150,Inches per 15 Minutes,0.5282768
01JAN2024 07:20:00,0.0291264,150,Inches per 15 Minutes,0.548047
01JAN2024 07:30:00,0.0313281,150,Inches per 15 Minutes,0.5678172
01JAN2024 07:40:00,0.0313281,150,Inches per 15 Minutes,0.5891249
01JAN2024 07:50:00,0.0313281,150,Inches per 15 Minutes,0.61043257
01JAN2024 08:00:00,0.0339726,150,Inches per 15 Minutes,0.6317403
01JAN2024 08:10:00,0.0339726,150,Inches per 15 Minutes,0.6549012
01JAN2024 08:20:00,0.0339726,150,Inches per 15 Minutes,0.6780621
01JAN2024 08:30:00,0.0372321,150,Inches per 15 Minutes,0.701223
01JAN2024 08:40:00,0.0372321,150,Inches per 15 Minutes,0.72668403
01JAN2024 08:50:00,0.0372321,150,Inches per 15 Minutes,0.752145
01JAN2024 09:00:00,0.0413403,150,Inches per 15 Minutes,0.777606
01JAN2024 09:10:00,0.0413403,150,Inches per 15 Minutes,0.8062035
01JAN2024 09:20:00,0.0413403,150,Inches per 15 Minutes,0.834801
01JAN2024 09:30:00,0.0473796,150,Inches per 15 Minutes,0.8633985
01JAN2024 09:40:00,0.0473796,150,Inches per 15 Minutes,0.8961247
01JAN2024 09:50:00,0.0473796,150,Inches per 15 Minutes,0.9288509
01JAN2024 10:00:00,0.0548949,150,Inches per 15 Minutes,0.9615771
01JAN2024 10:10:00,0.0548949,150,Inches per 15 Minutes,0.99983007
01JAN2024 10:20:00,0.0548949,150,Inches per 15 Minutes,1.0380831
01JAN2024 10:30:00,0.0660879,150,Inches per 15 Minutes,1.076336
01JAN2024 10:40:00,0.0660879,150,Inches per 15 Minutes,1.126069
01JAN2024 10:50:00,0.0660879,150,Inches per 15 Minutes,1.175802
01JAN2024 11:00:00,0.0946608,150,Inches per 15 Minutes,1.2255349
01JAN2024 11:10:00,0.0946608,150,Inches per 15 Minutes,1.2989864
01JAN2024 11:20:00,0.0946608,150,Inches per 15 Minutes,1.3724378
01JAN2024 11:30:00,0.1532457,150,Inches per 15 Minutes,1.4458894
01JAN2024 11:40:00,0.1532457,150,Inches per 15 Minutes,1.5988562
01JAN2024 11:50:00,0.1532457,150,Inches per 15 Minutes,1.7518232
01JAN2024 12:00:00,0.3758757,150,Inches per 15 Minutes,1.90479
01JAN2024 12:10:00,0.3758757,150,Inches per 15 Minutes,2.3727765
01JAN2024 12:20:00,0.3758757,150,Inches per 15 Minutes,2.8407629
01JAN2024 12:30:00,0.3555684,150,Inches per 15 Minutes,3.3087492
01JAN2024 12:40:00,0.3555684,150,Inches per 15 Minutes,3.4853609
01JAN2024 12:50:00,0.3555684,150,Inches per 15 Minutes,3.6619723
01JAN2024 13:00:00,0.1377231,150,Inches per 15 Minutes,3.838584
01JAN2024 13:10:00,0.1377231,150,Inches per 15 Minutes,3.918526
01JAN2024 13:20:00,0.1377231,150,Inches per 15 Minutes,3.9984677
01JAN2024 13:30:00,0.0884247,150,Inches per 15 Minutes,4.0784097
01JAN2024 13:40:00,0.0884247,150,Inches per 15 Minutes,4.1311603
01JAN2024 13:50:00,0.0884247,150,Inches per 15 Minutes,4.183911
01JAN2024 14:00:00,0.0627915,150,Inches per 15 Minutes,4.2366614
01JAN2024 14:10:00,0.0627915,150,Inches per 15 Minutes,4.2766733
01JAN2024 14:20:00,0.0627915,150,Inches per 15 Minutes,4.316685
01JAN2024 14:30:00,0.0527547,150,Inches per 15 Minutes,4.356697
01JAN2024 14:40:00,0.0527547,150,Inches per 15 Minutes,4.3906207
01JAN2024 14:50:00,0.0527547,150,Inches per 15 Minutes,4.424544
01JAN2024 15:00:00,0.0458667,150,Inches per 15 Minutes,4.4584675
01JAN2024 15:10:00,0.0458667,150,Inches per 15 Minutes,4.4879384
01JAN2024 15:20:00,0.0458667,150,Inches per 15 Minutes,4.517409
01JAN2024 15:30:00,0.0402087,150,Inches per 15 Minutes,4.54688
01JAN2024 15:40:00,0.0402087,150,Inches per 15 Minutes,4.573005
01JAN2024 15:50:00,0.0402087,150,Inches per 15 Minutes,4.59913
01JAN2024 16:00:00,0.0363465,150,Inches per 15 Minutes,4.6252556
01JAN2024 16:10:00,0.0363465,150,Inches per 15 Minutes,4.6489453
01JAN2024 16:20:00,0.0363465,150,Inches per 15 Minutes,4.672635
01JAN2024 16:30:00,0.0332715,150,Inches per 15 Minutes,4.696325
01JAN2024 16:40:00,0.0332715,150,Inches per 15 Minutes,4.718063
01JAN2024 16:50:00,0.0332715,150,Inches per 15 Minutes,4.7398014
01JAN2024 17:00:00,0.0307377,150,Inches per 15 Minutes,4.7615395
01JAN2024 17:10:00,0.0307377,150,Inches per 15 Minutes,4.7816663
01JAN2024 17:20:00,0.0307377,150,Inches per 15 Minutes,4.8017936
01JAN2024 17:30:00,0.0286344,150,Inches per 15 Minutes,4.8219204
01JAN2024 17:40:00,0.0286344,150,Inches per 15 Minutes,4.8406982
01JAN2024 17:50:00,0.0286344,150,Inches per 15 Minutes,4.8594766
01JAN2024 18:00:00,0.0268386,150,Inches per 15 Minutes,4.8782544
01JAN2024 18:10:00,0.0268386,150,Inches per 15 Minutes,4.895007
01JAN2024 18:20:00,0.0268386,150,Inches per 15 Minutes,4.91176
01JAN2024 18:30:00,0.0227181,150,Inches per 15 Minutes,4.9285126
