Timestep,Rate,Storm,Unit,Accumulation
02JAN2024 18:50:00,0.173,50_sqmi_PMF,Inches per Hour,28.950169
02JAN2024 19:00:00,0.125,50_sqmi_PMF,Inches per Hour,28.979002
02JAN2024 19:10:00,0.125,50_sqmi_PMF,Inches per Hour,28.999836
02JAN2024 19:20:00,0.125,50_sqmi_PMF,Inches per Hour,29.020668
02JAN2024 19:30:00,0.125,50_sqmi_PMF,Inches per Hour,29.041502
02JAN2024 19:40:00,0.125,50_sqmi_PMF,Inches per Hour,29.062336
02JAN2024 19:50:00,0.125,50_sqmi_PMF,Inches per Hour,29.083168
02JAN2024 20:00:00,0.125,50_sqmi_PMF,Inches per Hour,29.104002
02JAN2024 20:10:00,0.125,50_sqmi_PMF,Inches per Hour,29.124836
02JAN2024 20:20:00,0.125,50_sqmi_PMF,Inches per Hour,29.145668
02JAN2024 20:30:00,0.125,50_sqmi_PMF,Inches per Hour,29.166502
02JAN2024 20:40:00,0.125,50_sqmi_PMF,Inches per Hour,29.187336
02JAN2024 20:50:00,0.125,50_sqmi_PMF,Inches per Hour,29.208168
02JAN2024 21:00:00,0.125,50_sqmi_PMF,Inches per Hour,29.229002
02JAN2024 21:10:00,0.125,50_sqmi_PMF,Inches per Hour,29.249836
02JAN2024 21:20:00,0.125,50_sqmi_PMF,Inches per Hour,29.270668
02JAN2024 21:30:00,0.125,50_sqmi_PMF,Inches per Hour,29.291502
02JAN2024 21:40:00,0.125,50_sqmi_PMF,Inches per Hour,29.312336
02JAN2024 21:50:00,0.125,50_sqmi_PMF,Inches per Hour,29.333168
02JAN2024 22:00:00,0.125,50_sqmi_PMF,Inches per Hour,29.354002
02JAN2024 22:10:00,0.125,50_sqmi_PMF,Inches per Hour,29.374836
02JAN2024 22:20:00,0.125,50_sqmi_PMF,Inches per Hour,29.395668
02JAN2024 22:30:00,0.125,50_sqmi_PMF,Inches per Hour,29.416502
02JAN2024 22:40:00,0.125,50_sqmi_PMF,Inches per Hour,29.437336
02JAN2024 22:50:00,0.125,50_sqmi_PMF,Inches per Hour,29.458168
02JAN2024 23:00:00,0.125,50_sqmi_PMF,Inches per Hour,29.479002
02JAN2024 23:10:00,0.125,50_sqmi_PMF,Inches per Hour,29.499836
02JAN2024 23:20:00,0.125,50_sqmi_PMF,Inches per Hour,29.520668
02JAN2024 23:30:00,0.125,50_sqmi_PMF,Inches per Hour,29.541502
02JAN2024 23:40:00,0.125,50_sqmi_PMF,Inches per Hour,29.562336
02JAN2024 23:50:00,0.125,50_sqmi_PMF,Inches per Hour,29.583168
03JAN2024 00:00:00,0.12,50_sqmi_PMF,Inches per Hour,29.604002
03JAN2024 00:10:00,0.12,50_sqmi_PMF,Inches per Hour,29.624002
03JAN2024 00:20:00,0.12,50_sqmi_PMF,Inches per Hour,29.644003
03JAN2024 00:30:00,0.12,50_sqmi_PMF,Inches per Hour,29.664001
03JAN2024 00:40:00,0.12,50_sqmi_PMF,Inches per Hour,29.684002
03JAN2024 00:50:00,0.12,50_sqmi_PMF,Inches per Hour,29.704002
03JAN2024 01:00:00,0.106,50_sqmi_PMF,Inches per Hour,29.724003
03JAN2024 01:10:00,0.106,50_sqmi_PMF,Inches per Hour,29.741669
03JAN2024 01:20:00,0.106,50_sqmi_PMF,Inches per Hour,29.759336
03JAN2024 01:30:00,0.106,50_sqmi_PMF,Inches per Hour,29.777004
03JAN2024 01:40:00,0.106,50_sqmi_PMF,Inches per Hour,29.79467
03JAN2024 01:50:00,0.106,50_sqmi_PMF,Inches per Hour,29.812336
03JAN2024 02:00:00,0.106,50_sqmi_PMF,Inches per Hour,29.830004
03JAN2024 02:10:00,0.106,50_sqmi_PMF,Inches per Hour,29.847672
03JAN2024 02:20:00,0.106,50_sqmi_PMF,Inches per Hour,29.865337
03JAN2024 02:30:00,0.106,50_sqmi_PMF,Inches per Hour,29.883003
03JAN2024 02:40:00,0.106,50_sqmi_PMF,Inches per Hour,29.900671
03JAN2024 02:50:00,0.106,50_sqmi_PMF,Inches per Hour,29.918339
03JAN2024 03:00:00,0.106,50_sqmi_PMF,Inches per Hour,29.936005
03JAN2024 03:10:00,0.106,50_sqmi_PMF,Inches per Hour,29.95367
03JAN2024 03:20:00,0.106,50_sqmi_PMF,Inches per Hour,29.971338
03JAN2024 03:30:00,0.106,50_sqmi_PMF,Inches per Hour,29.989006
03JAN2024 03:40:00,0.106,50_sqmi_PMF,Inches per Hour,30.006672
03JAN2024 03:50:00,0.106,50_sqmi_PMF,Inches per Hour,30.024338
03JAN2024 04:00:00,0.106,50_sqmi_PMF,Inches per Hour,30.042006
03JAN2024 04:10:00,0.106,50_sqmi_PMF,Inches per Hour,30.059673
03JAN2024 04:20:00,0.106,50_sqmi_PMF,Inches per Hour,30.07734
03JAN2024 04:30:00,0.106,50_sqmi_PMF,Inches per Hour,30.095005
03JAN2024 04:40:00,0.106,50_sqmi_PMF,Inches per Hour,30.112673
03JAN2024 04:50:00,0.106,50_sqmi_PMF,Inches per Hour,30.13034
03JAN2024 05:00:00,0.106,50_sqmi_PMF,Inches per Hour,30.148006
03JAN2024 05:10:00,0.106,50_sqmi_PMF,Inches per Hour,30.165672
03JAN2024 05:20:00,0.106,50_sqmi_PMF,Inches per Hour,30.18334
03JAN2024 05:30:00,0.106,50_sqmi_PMF,Inches per Hour,30.201008
03JAN2024 05:40:00,0.106,50_sqmi_PMF,Inches per Hour,30.218674
03JAN2024 05:50:00,0.106,50_sqmi_PMF,Inches per Hour,30.23634
03JAN2024 06:00:00,0.106,50_sqmi_PMF,Inches per Hour,30.254007
03JAN2024 06:10:00,0.106,50_sqmi_PMF,Inches per Hour,30.271675
03JAN2024 06:20:00,0.106,50_sqmi_PMF,Inches per Hour,30.289341
03JAN2024 06:30:00,0.106,50_sqmi_PMF,Inches per Hour,30.307007
03JAN2024 06:40:00,0.106,50_sqmi_PMF,Inches per Hour,30.324675
03JAN2024 06:50:00,0.106,50_sqmi_PMF,Inches per Hour,30.342342
03JAN2024 07:00:00,0.076,50_sqmi_PMF,Inches per Hour,30.360008
03JAN2024 07:10:00,0.076,50_sqmi_PMF,Inches per Hour,30.372675
03JAN2024 07:20:00,0.076,50_sqmi_PMF,Inches per Hour,30.385342
03JAN2024 07:30:00,0.076,50_sqmi_PMF,Inches per Hour,30.398008
03JAN2024 07:40:00,0.076,50_sqmi_PMF,Inches per Hour,30.410675
03JAN2024 07:50:00,0.076,50_sqmi_PMF,Inches per Hour,30.423342
03JAN2024 08:00:00,0.076,50_sqmi_PMF,Inches per Hour,30.436008
03JAN2024 08:10:00,0.076,50_sqmi_PMF,Inches per Hour,30.448675
03JAN2024 08:20:00,0.076,50_sqmi_PMF,Inches per Hour,30.461342
03JAN2024 08:30:00,0.076,50_sqmi_PMF,Inches per Hour,30.474009
03JAN2024 08:40:00,0.076,50_sqmi_PMF,Inches per Hour,30.486675
03JAN2024 08:50:00,0.076,50_sqmi_PMF,Inches per Hour,30.499342
03JAN2024 09:00:00,0.076,50_sqmi_PMF,Inches per Hour,30.512009
03JAN2024 09:10:00,0.076,50_sqmi_PMF,Inches per Hour,30.524675
03JAN2024 09:20:00,0.076,50_sqmi_PMF,Inches per Hour,30.537342
03JAN2024 09:30:00,0.076,50_sqmi_PMF,Inches per Hour,30.550009
03JAN2024 09:40:00,0.076,50_sqmi_PMF,Inches per Hour,30.562675
03JAN2024 09:50:00,0.076,50_sqmi_PMF,Inches per Hour,30.575342
03JAN2024 10:00:00,0.076,50_sqmi_PMF,Inches per Hour,30.588009
03JAN2024 10:10:00,0.076,50_sqmi_PMF,Inches per Hour,30.600676
03JAN2024 10:20:00,0.076,50_sqmi_PMF,Inches per Hour,30.613342
03JAN2024 10:30:00,0.076,50_sqmi_PMF,Inches per Hour,30.626009
03JAN2024 10:40:00,0.076,50_sqmi_PMF,Inches per Hour,30.638676
03JAN2024 10:50:00,0.076,50_sqmi_PMF,Inches per Hour,30.651342
03JAN2024 11:00:00,0.076,50_sqmi_PMF,Inches per Hour,30.66401
03JAN2024 11:10:00,0.076,50_sqmi_PMF,Inches per Hour,30.676676
03JAN2024 11:20:00,0.076,50_sqmi_PMF,Inches per Hour,30.689342
03JAN2024 11:30:00,0.076,50_sqmi_PMF,Inches per Hour,30.70201
03JAN2024 11:40:00,0.076,50_sqmi_PMF,Inches per Hour,30.714676
03JAN2024 11:50:00,0.076,50_sqmi_PMF,Inches per Hour,30.727343
03JAN2024 12:00:00,0.076,50_sqmi_PMF,Inches per Hour,30.74001
03JAN2024 12:10:00,0.076,50_sqmi_PMF,Inches per Hour,30.752676
03JAN2024 12:20:00,0.076,50_sqmi_PMF,Inches per Hour,30.765343
03JAN2024 12:30:00,0.076,50_sqmi_PMF,Inches per Hour,30.77801
03JAN2024 12:40:00,0.076,50_sqmi_PMF,Inches per Hour,30.790676
03JAN2024 12:50:00,0.076,50_sqmi_PMF,Inches per Hour,30.803343
03JAN2024 13:00:00,0.05,50_sqmi_PMF,Inches per Hour,30.81601
03JAN2024 13:10:00,0.05,50_sqmi_PMF,Inches per Hour,30.824343
03JAN2024 13:20:00,0.05,50_sqmi_PMF,Inches per Hour,30.832676
03JAN2024 13:30:00,0.05,50_sqmi_PMF,Inches per Hour,30.84101
03JAN2024 13:40:00,0.05,50_sqmi_PMF,Inches per Hour,30.849342
03JAN2024 13:50:00,0.05,50_sqmi_PMF,Inches per Hour,30.857676
03JAN2024 14:00:00,0.05,50_sqmi_PMF,Inches per Hour,30.866009
03JAN2024 14:10:00,0.05,50_sqmi_PMF,Inches per Hour,30.874342
03JAN2024 14:20:00,0.05,50_sqmi_PMF,Inches per Hour,30.882675
03JAN2024 14:30:00,0.05,50_sqmi_PMF,Inches per Hour,30.891008
03JAN2024 14:40:00,0.05,50_sqmi_PMF,Inches per Hour,30.899342
03JAN2024 14:50:00,0.05,50_sqmi_PMF,Inches per Hour,30.907675
03JAN2024 15:00:00,0.05,50_sqmi_PMF,Inches per Hour,30.916008
03JAN2024 15:10:00,0.05,50_sqmi_PMF,Inches per Hour,30.924341
03JAN2024 15:20:00,0.05,50_sqmi_PMF,Inches per Hour,30.932674
03JAN2024 15:30:00,0.05,50_sqmi_PMF,Inches per Hour,30.941008
03JAN2024 15:40:00,0.05,50_sqmi_PMF,Inches per Hour,30.94934
03JAN2024 15:50:00,0.05,50_sqmi_PMF,Inches per Hour,30.957674
03JAN2024 16:00:00,0.05,50_sqmi_PMF,Inches per Hour,30.966007
03JAN2024 16:10:00,0.05,50_sqmi_PMF,Inches per Hour,30.97434
03JAN2024 16:20:00,0.05,50_sqmi_PMF,Inches per Hour,30.982674
03JAN2024 16:30:00,0.05,50_sqmi_PMF,Inches per Hour,30.991007
03JAN2024 16:40:00,0.05,50_sqmi_PMF,Inches per Hour,30.99934
03JAN2024 16:50:00,0.05,50_sqmi_PMF,Inches per Hour,31.007673
03JAN2024 17:00:00,0.05,50_sqmi_PMF,Inches per Hour,31.016006
03JAN2024 17:10:00,0.05,50_sqmi_PMF,Inches per Hour,31.02434
03JAN2024 17:20:00,0.05,50_sqmi_PMF,Inches per Hour,31.032673
03JAN2024 17:30:00,0.05,50_sqmi_PMF,Inches per Hour,31.041006
03JAN2024 17:40:00,0.05,50_sqmi_PMF,Inches per Hour,31.04934
03JAN2024 17:50:00,0.05,50_sqmi_PMF,Inches per Hour,31.057673
03JAN2024 18:00:00,0.05,50_sqmi_PMF,Inches per Hour,31.066006
03JAN2024 18:10:00,0.05,50_sqmi_PMF,Inches per Hour,31.074339
03JAN2024 18:20:00,0.05,50_sqmi_PMF,Inches per Hour,31.082672
03JAN2024 18:30:00,0.05,50_sqmi_PMF,Inches per Hour,31.091005
03JAN2024 18:40:00,0.05,50_sqmi_PMF,Inches per Hour,31.099339
03JAN2024 18:50:00,0.05,50_sqmi_PMF,Inches per Hour,31.107672
03JAN2024 19:00:00,0.05,50_sqmi_PMF,Inches per Hour,31.116005
03JAN2024 19:10:00,0.05,50_sqmi_PMF,Inches per Hour,31.124338
03JAN2024 19:20:00,0.05,50_sqmi_PMF,Inches per Hour,31.132671
03JAN2024 19:30:00,0.05,50_sqmi_PMF,Inches per Hour,31.141005
03JAN2024 19:40:00,0.05,50_sqmi_PMF,Inches per Hour,31.149338
03JAN2024 19:50:00,0.05,50_sqmi_PMF,Inches per Hour,31.157671
03JAN2024 20:00:00,0.0,50_sqmi_PMF,Inches per Hour,31.166004
03JAN2024 20:10:00,0.0,50_sqmi_PMF,Inches per Hour,31.166004
03JAN2024 20:20:00,0.0,50_sqmi_PMF,Inches per Hour,31.166004
03JAN2024 20:30:00,0.0,50_sqmi_PMF,Inches per Hour,31.166004
03JAN2024 20:40:00,0.0,50_sqmi_PMF,Inches per Hour,31.166004
03JAN2024 20:50:00,0.0,50_sqmi_PMF,Inches per Hour,31.166004
03JAN2024 21:00:00,0.0,50_sqmi_PMF,Inches per Hour,31.166004
03JAN2024 21:10:00,0.0,50_sqmi_PMF,Inches per Hour,31.166004
03JAN2024 21:20:00,0.0,50_sqmi_PMF,Inches per Hour,31.166004
03JAN2024 21:30:00,0.0,50_sqmi_PMF,Inches per Hour,31.166004
03JAN2024 21:40:00,0.0,50_sqmi_PMF,Inches per Hour,31.166004
03JAN2024 21:50:00,0.0,50_sqmi_PMF,Inches per Hour,31.166004
03JAN2024 22:00:00,0.0,50_sqmi_PMF,Inches per Hour,31.166004
03JAN2024 22:10:00,0.0,50_sqmi_PMF,Inches per Hour,31.166004
03JAN2024 22:20:00,0.0,50_sqmi_PMF,Inches per Hour,31.166004
03JAN2024 22:30:00,0.0,50_sqmi_PMF,Inches per Hour,31.166004
03JAN2024 22:40:00,0.0,50_sqmi_PMF,Inches per Hour,31.166004
03JAN2024 22:50:00,0.0,50_sqmi_PMF,Inches per Hour,31.166004
03JAN2024 23:00:00,0.0,50_sqmi_PMF,Inches per Hour,31.166004
03JAN2024 23:10:00,0.0,50_sqmi_PMF,Inches per Hour,31.166004
03JAN2024 23:20:00,0.0,50_sqmi_PMF,Inches per Hour,31.166004
03JAN2024 23:30:00,0.0,50_sqmi_PMF,Inches per Hour,31.166004
03JAN2024 23:40:00,0.0,50_sqmi_PMF,Inches per Hour,31.166004
03JAN2024 23:50:00,0.0,50_sqmi_PMF,Inches per Hour,31.166004
04JAN2024 00:00:00,0.0,50_sqmi_PMF,Inches per Hour,31.166004
01JAN2024 00:00:00,0.0,50,Inches per 15 Minutes,0.0
01JAN2024 00:10:00,0.0,50,Inches per 15 Minutes,0.0
01JAN2024 00:20:00,0.0,50,Inches per 15 Minutes,0.0
01JAN2024 00:30:00,0.01039,50,Inches per 15 Minutes,0.01023
01JAN2024 00:40:00,0.01039,50,Inches per 15 Minutes,0.017213333
01JAN2024 00:50:00,0.01039,50,Inches per 15 Minutes,0.024196668
01JAN2024 01:00:00,0.01074,50,Inches per 15 Minutes,0.03118
01JAN2024 01:10:00,0.01074,50,Inches per 15 Minutes,0.038399998
01JAN2024 01:20:00,0.01074,50,Inches per 15 Minutes,0.045619998
01JAN2024 01:30:00,0.01111,50,Inches per 15 Minutes,0.05284
01JAN2024 01:40:00,0.01111,50,Inches per 15 Minutes,0.060313333
01JAN2024 01:50:00,0.01111,50,Inches per 15 Minutes,0.067786664
01JAN2024 02:00:00,0.01152,50,Inches per 15 Minutes,0.07526
01JAN2024 02:10:00,0.01152,50,Inches per 15 Minutes,0.08301333
01JAN2024 02:20:00,0.01152,50,Inches per 15 Minutes,0.09076666
01JAN2024 02:30:00,0.01197,50,Inches per 15 Minutes,0.098519996
01JAN2024 02:40:00,0.01197,50,Inches per 15 Minutes,0.10657666
01JAN2024 02:50:00,0.01197,50,Inches per 15 Minutes,0.11463333
01JAN2024 03:00:00,0.01245,50,Inches per 15 Minutes,0.12268999
01JAN2024 03:10:00,0.01245,50,Inches per 15 Minutes,0.13107666
01JAN2024 03:20:00,0.01245,50,Inches per 15 Minutes,0.13946332
01JAN2024 03:30:00,0.01299,50,Inches per 15 Minutes,0.14784999
01JAN2024 03:40:00,0.01299,50,Inches per 15 Minutes,0.15660666
01JAN2024 03:50:00,0.01299,50,Inches per 15 Minutes,0.16536333
01JAN2024 04:00:00,0.01358,50,Inches per 15 Minutes,0.17412
01JAN2024 04:10:00,0.01358,50,Inches per 15 Minutes,0.18327999
01JAN2024 04:20:00,0.01358,50,Inches per 15 Minutes,0.19243999
01JAN2024 04:30:00,0.01424,50,Inches per 15 Minutes,0.20159999
01JAN2024 04:40:00,0.01424,50,Inches per 15 Minutes,0.21121332
01JAN2024 04:50:00,0.01424,50,Inches per 15 Minutes,0.22082664
01JAN2024 05:00:00,0.01498,50,Inches per 15 Minutes,0.23043998
01JAN2024 05:10:00,0.01498,50,Inches per 15 Minutes,0.24055998
01JAN2024 05:20:00,0.01498,50,Inches per 15 Minutes,0.25067997
01JAN2024 05:30:00,0.01581,50,Inches per 15 Minutes,0.26079997
01JAN2024 05:40:00,0.01581,50,Inches per 15 Minutes,0.27149332
01JAN2024 05:50:00,0.01581,50,Inches per 15 Minutes,0.28218666
01JAN2024 06:00:00,0.01677,50,Inches per 15 Minutes,0.29288
01JAN2024 06:10:00,0.01677,50,Inches per 15 Minutes,0.30487335
01JAN2024 06:20:00,0.01677,50,Inches per 15 Minutes,0.31686667
01JAN2024 06:30:00,0.01982,50,Inches per 15 Minutes,0.32886
01JAN2024 06:40:00,0.01982,50,Inches per 15 Minutes,0.34229
01JAN2024 06:50:00,0.01982,50,Inches per 15 Minutes,0.35572
01JAN2024 07:00:00,0.02119,50,Inches per 15 Minutes,0.36915
01JAN2024 07:10:00,0.02119,50,Inches per 15 Minutes,0.38353333
01JAN2024 07:20:00,0.02119,50,Inches per 15 Minutes,0.39791667
01JAN2024 07:30:00,0.0228,50,Inches per 15 Minutes,0.4123
01JAN2024 07:40:00,0.0228,50,Inches per 15 Minutes,0.42780665
01JAN2024 07:50:00,0.0228,50,Inches per 15 Minutes,0.44331333
01JAN2024 08:00:00,0.02474,50,Inches per 15 Minutes,0.45882
01JAN2024 08:10:00,0.02474,50,Inches per 15 Minutes,0.47568998
01JAN2024 08:20:00,0.02474,50,Inches per 15 Minutes,0.49256
01JAN2024 08:30:00,0.02713,50,Inches per 15 Minutes,0.50943
01JAN2024 08:40:00,0.02713,50,Inches per 15 Minutes,0.52799
01JAN2024 08:50:00,0.02713,50,Inches per 15 Minutes,0.54655004
01JAN2024 09:00:00,0.03015,50,Inches per 15 Minutes,0.56511
01JAN2024 09:10:00,0.03015,50,Inches per 15 Minutes,0.5859867
01JAN2024 09:20:00,0.03015,50,Inches per 15 Minutes,0.6068634
01JAN2024 09:30:00,0.03463,50,Inches per 15 Minutes,0.62774
01JAN2024 09:40:00,0.03463,50,Inches per 15 Minutes,0.6516667
01JAN2024 09:50:00,0.03463,50,Inches per 15 Minutes,0.6755934
01JAN2024 10:00:00,0.04017,50,Inches per 15 Minutes,0.69952005
01JAN2024 10:10:00,0.04017,50,Inches per 15 Minutes,0.7275234
01JAN2024 10:20:00,0.04017,50,Inches per 15 Minutes,0.7555267
01JAN2024 10:30:00,0.04843,50,Inches per 15 Minutes,0.78353006
01JAN2024 10:40:00,0.04843,50,Inches per 15 Minutes,0.81913674
01JAN2024 10:50:00,0.04843,50,Inches per 15 Minutes,0.8547434
01JAN2024 11:00:00,0.06675,50,Inches per 15 Minutes,0.8903501
01JAN2024 11:10:00,0.06675,50,Inches per 15 Minutes,0.9422968
01JAN2024 11:20:00,0.06675,50,Inches per 15 Minutes,0.99424344
01JAN2024 11:30:00,0.10938,50,Inches per 15 Minutes,1.0461901
01JAN2024 11:40:00,0.10938,50,Inches per 15 Minutes,1.1551801
01JAN2024 11:50:00,0.10938,50,Inches per 15 Minutes,1.2641702
01JAN2024 12:00:00,0.29956,50,Inches per 15 Minutes,1.3731601
01JAN2024 12:10:00,0.29956,50,Inches per 15 Minutes,1.7423768
01JAN2024 12:20:00,0.29956,50,Inches per 15 Minutes,2.1115935
01JAN2024 12:30:00,0.25684,50,Inches per 15 Minutes,2.4808102
01JAN2024 12:40:00,0.25684,50,Inches per 15 Minutes,2.6080735
01JAN2024 12:50:00,0.25684,50,Inches per 15 Minutes,2.7353368
01JAN2024 13:00:00,0.09793,50,Inches per 15 Minutes,2.8626
01JAN2024 13:10:00,0.09793,50,Inches per 15 Minutes,2.9192967
01JAN2024 13:20:00,0.09793,50,Inches per 15 Minutes,2.9759934
01JAN2024 13:30:00,0.06223,50,Inches per 15 Minutes,3.03269
01JAN2024 13:40:00,0.06223,50,Inches per 15 Minutes,3.0705001
01JAN2024 13:50:00,0.06223,50,Inches per 15 Minutes,3.10831
01JAN2024 14:00:00,0.046,50,Inches per 15 Minutes,3.14612
01JAN2024 14:10:00,0.046,50,Inches per 15 Minutes,3.1754234
01JAN2024 14:20:00,0.046,50,Inches per 15 Minutes,3.2047267
01JAN2024 14:30:00,0.03859,50,Inches per 15 Minutes,3.23403
01JAN2024 14:40:00,0.03859,50,Inches per 15 Minutes,3.25884
01JAN2024 14:50:00,0.03859,50,Inches per 15 Minutes,3.28365
01JAN2024 15:00:00,0.03351,50,Inches per 15 Minutes,3.30846
01JAN2024 15:10:00,0.03351,50,Inches per 15 Minutes,3.3299766
01JAN2024 15:20:00,0.03351,50,Inches per 15 Minutes,3.3514934
01JAN2024 15:30:00,0.02932,50,Inches per 15 Minutes,3.37301
01JAN2024 15:40:00,0.02932,50,Inches per 15 Minutes,3.3920567
01JAN2024 15:50:00,0.02932,50,Inches per 15 Minutes,3.4111032
01JAN2024 16:00:00,0.02648,50,Inches per 15 Minutes,3.43015
01JAN2024 16:10:00,0.02648,50,Inches per 15 Minutes,3.4474068
01JAN2024 16:20:00,0.02648,50,Inches per 15 Minutes,3.4646633
01JAN2024 16:30:00,0.02422,50,Inches per 15 Minutes,3.48192
01JAN2024 16:40:00,0.02422,50,Inches per 15 Minutes,3.4977434
01JAN2024 16:50:00,0.02422,50,Inches per 15 Minutes,3.5135667
01JAN2024 17:00:00,0.02237,50,Inches per 15 Minutes,3.52939
01JAN2024 17:10:00,0.02237,50,Inches per 15 Minutes,3.5440335
01JAN2024 17:20:00,0.02237,50,Inches per 15 Minutes,3.5586767
01JAN2024 17:30:00,0.02082,50,Inches per 15 Minutes,3.5733202
01JAN2024 17:40:00,0.02082,50,Inches per 15 Minutes,3.5869734
01JAN2024 17:50:00,0.02082,50,Inches per 15 Minutes,3.6006267
01JAN2024 18:00:00,0.01951,50,Inches per 15 Minutes,3.61428
01JAN2024 18:10:00,0.01951,50,Inches per 15 Minutes,3.6264567
01JAN2024 18:20:00,0.01951,50,Inches per 15 Minutes,3.6386333
01JAN2024 18:30:00,0.01652,50,Inches per 15 Minutes,3.65081
01JAN2024 18:40:00,0.01652,50,Inches per 15 Minutes,3.6616633
01JAN2024 18:50:00,0.01652,50,Inches per 15 Minutes,3.6725168
01JAN2024 19:00:00,0.01559,50,Inches per 15 Minutes,3.68337
01JAN2024 19:10:00,0.01559,50,Inches per 15 Minutes,3.6936269
01JAN2024 19:20:00,0.01559,50,Inches per 15 Minutes,3.7038834
01JAN2024 19:30:00,0.01479,50,Inches per 15 Minutes,3.7141402
01JAN2024 19:40:00,0.01479,50,Inches per 15 Minutes,3.723877
01JAN2024 19:50:00,0.01479,50,Inches per 15 Minutes,3.7336135
01JAN2024 20:00:00,0.01407,50,Inches per 15 Minutes,3.7433503
01JAN2024 20:10:00,0.01407,50,Inches per 15 Minutes,3.7526202
01JAN2024 20:20:00,0.01407,50,Inches per 15 Minutes,3.7618904
01JAN2024 20:30:00,0.01343,50,Inches per 15 Minutes,3.7711604
01JAN2024 20:40:00,0.01343,50,Inches per 15 Minutes,3.7800138
01JAN2024 20:50:00,0.01343,50,Inches per 15 Minutes,3.788867
01JAN2024 21:00:00,0.01285,50,Inches per 15 Minutes,3.7977204
01JAN2024 21:10:00,0.01285,50,Inches per 15 Minutes,3.8061972
01JAN2024 21:20:00,0.01285,50,Inches per 15 Minutes,3.8146737
01JAN2024 21:30:00,0.01233,50,Inches per 15 Minutes,3.8231504
01JAN2024 21:40:00,0.01233,50,Inches per 15 Minutes,3.8312871
01JAN2024 21:50:00,0.01233,50,Inches per 15 Minutes,3.8394237
01JAN2024 22:00:00,0.01185,50,Inches per 15 Minutes,3.8475604
01JAN2024 22:10:00,0.01185,50,Inches per 15 Minutes,3.8553872
01JAN2024 22:20:00,0.01185,50,Inches per 15 Minutes,3.8632138
01JAN2024 22:30:00,0.01142,50,Inches per 15 Minutes,3.8710406
01JAN2024 22:40:00,0.01142,50,Inches per 15 Minutes,3.878584
01JAN2024 22:50:00,0.01142,50,Inches per 15 Minutes,3.8861272
01JAN2024 23:00:00,0.01102,50,Inches per 15 Minutes,3.8936706
01JAN2024 23:10:00,0.01102,50,Inches per 15 Minutes,3.9009538
01JAN2024 23:20:00,0.01102,50,Inches per 15 Minutes,3.9082372
01JAN2024 23:30:00,0.01065,50,Inches per 15 Minutes,3.9155204
01JAN2024 23:40:00,0.01065,50,Inches per 15 Minutes,3.9225605
01JAN2024 23:50:00,0.01065,50,Inches per 15 Minutes,3.9296002
02JAN2024 00:00:00,0.01031,50,Inches per 15 Minutes,3.9366403
01JAN2024 00:00:00,0.0,100,Inches per 15 Minutes,0.0
01JAN2024 00:10:00,0.0,100,Inches per 15 Minutes,0.0
01JAN2024 00:20:00,0.0,100,Inches per 15 Minutes,0.0
01JAN2024 00:30:00,0.01166,100,Inches per 15 Minutes,0.01147
01JAN2024 00:40:00,0.01166,100,Inches per 15 Minutes,0.019306667
01JAN2024 00:50:00,0.01166,100,Inches per 15 Minutes,0.027143333
01JAN2024 01:00:00,0.01204,100,Inches per 15 Minutes,0.03498
01JAN2024 01:10:00,0.01204,100,Inches per 15 Minutes,0.043076664
01JAN2024 01:20:00,0.01204,100,Inches per 15 Minutes,0.05117333
01JAN2024 01:30:00,0.01246,100,Inches per 15 Minutes,0.05927
01JAN2024 01:40:00,0.01246,100,Inches per 15 Minutes,0.06765333
01JAN2024 01:50:00,0.01246,100,Inches per 15 Minutes,0.07603666
01JAN2024 02:00:00,0.01292,100,Inches per 15 Minutes,0.084419996
01JAN2024 02:10:00,0.01292,100,Inches per 15 Minutes,0.093113326
01JAN2024 02:20:00,0.01292,100,Inches per 15 Minutes,0.10180666
01JAN2024 02:30:00,0.01341,100,Inches per 15 Minutes,0.11049999
01JAN2024 02:40:00,0.01341,100,Inches per 15 Minutes,0.11952999
01JAN2024 02:50:00,0.01341,100,Inches per 15 Minutes,0.12855999
01JAN2024 03:00:00,0.01395,100,Inches per 15 Minutes,0.13758999
01JAN2024 03:10:00,0.01395,100,Inches per 15 Minutes,0.14698666
01JAN2024 03:20:00,0.01395,100,Inches per 15 Minutes,0.15638332
01JAN2024 03:30:00,0.01455,100,Inches per 15 Minutes,0.16578
01JAN2024 03:40:00,0.01455,100,Inches per 15 Minutes,0.17558666
01JAN2024 03:50:00,0.01455,100,Inches per 15 Minutes,0.18539333
01JAN2024 04:00:00,0.01521,100,Inches per 15 Minutes,0.1952
01JAN2024 04:10:00,0.01521,100,Inches per 15 Minutes,0.20546
01JAN2024 04:20:00,0.01521,100,Inches per 15 Minutes,0.21572
01JAN2024 04:30:00,0.01594,100,Inches per 15 Minutes,0.22598
01JAN2024 04:40:00,0.01594,100,Inches per 15 Minutes,0.23674
01JAN2024 04:50:00,0.01594,100,Inches per 15 Minutes,0.24749999
01JAN2024 05:00:00,0.01676,100,Inches per 15 Minutes,0.25825998
01JAN2024 05:10:00,0.01676,100,Inches per 15 Minutes,0.2695833
01JAN2024 05:20:00,0.01676,100,Inches per 15 Minutes,0.28090665
01JAN2024 05:30:00,0.01769,100,Inches per 15 Minutes,0.29222998
