InterimNam,Side,milepost,z,,,,,
N_240.00_240.79,North,240.07306817950624,466.1000061035156,,,,,
N_240.00_240.79,North,240.0777272715713,466.25,,,,,
N_240.00_240.79,North,240.07905302914705,466.4200134277344,,,,,
N_240.00_240.79,North,240.08183712236809,466.2099914550781,,,,,
N_240.00_240.79,North,240.08304924242424,466.25,,,,,
N_240.00_240.79,North,240.08371212121213,466.3699951171875,,,,,
N_240.00_240.79,North,240.08636363636364,466.29998779296875,,,,,
N_240.00_240.79,North,240.09566287994386,466.6499938964844,,,,,
N_240.00_240.79,North,240.09632575873172,466.75,,,,,
N_240.00_240.79,North,240.0983143893155,466.69000244140625,,,,,
N_240.00_240.79,North,240.0989772681034,466.7799987792969,,,,,
N_240.00_240.79,North,240.10030302567915,466.7399902,,,,,
N_240.00_240.79,North,240.1038636409875,466.8900146484375,,,,,
N_240.00_240.79,North,240.1109090862852,466.5199890136719,,,,,
N_240.00_240.79,North,240.11356060143672,466.55999755859375,,,,,
N_240.00_240.79,North,240.1142234802246,466.44000244140625,,,,,
N_240.00_240.79,North,240.11621211658826,466.5,,,,,
N_240.00_240.79,North,240.12018938931553,466.17999267578125,,,,,
N_240.00_240.79,North,240.12284090446704,466.19000244140625,,,,,
N_240.00_240.79,North,240.1241666620428,466.32000732421875,,,,,
N_240.00_240.79,North,240.13145832870947,466.1600036621094,,,,,
N_240.00_240.79,North,240.13808711658825,466.2799987792969,,,,,
N_240.00_240.79,North,240.1440340909091,466.25,,,,,
N_240.00_240.79,North,240.1466856060606,466.1600036621094,,,,,
N_240.00_240.79,North,240.1473484848485,466.0199890136719,,,,,
N_240.00_240.79,North,240.14867424242425,465.92999267578125,,,,,
N_240.00_240.79,North,240.1493371212121,465.7200012207031,,,,,
N_240.00_240.79,North,240.15030302567916,465.6700134277344,,,,,
N_240.00_240.79,North,240.15143938931553,465.69000244140625,,,,,
N_240.00_240.79,North,240.15208333333334,465.8800048828125,,,,,
N_240.00_240.79,North,240.15530303030303,465.8999938964844,,,,,
N_240.00_240.79,North,240.16056817950624,465.5199890136719,,,,,
N_240.00_240.79,North,240.16123105829413,465.29998779296875,,,,,
N_240.00_240.79,North,240.16221590909092,465.1499938964844,,,,,
N_240.00_240.79,North,240.16318181355794,465.1199951171875,,,,,
N_240.00_240.79,North,240.16384469234583,464.8900146484375,,,,,
N_240.00_240.79,North,240.1651515151515,464.8599853515625,,,,,
N_240.00_240.79,North,240.1677651492032,465.05999755859375,,,,,
N_240.00_240.79,North,240.1716856060606,464.6499938964844,,,,,
N_240.00_240.79,North,240.1729924288663,464.67999267578125,,,,,
N_240.00_240.79,North,240.17431818644206,464.57000732421875,,,,,
N_240.00_240.79,North,240.1836174242424,464.7399902,,,,,
N_240.00_240.79,North,240.1847916689786,464.69000244140625,,,,,
N_240.00_240.79,North,240.18676135901248,464.79998779296875,,,,,
N_240.00_240.79,North,240.19134469465777,464.80999755859375,,,,,
N_240.00_240.79,North,240.19200757344564,464.8800048828125,,,,,
N_240.00_240.79,North,240.19462120749733,464.7200012207031,,,,,
N_240.00_240.79,North,240.1980492331765,464.7399902,,,,,
N_240.00_240.79,North,240.2037878787879,465.0100098,,,,,
N_240.00_240.79,North,240.20573864561138,464.8999938964844,,,,,
N_240.00_240.79,North,240.20837120287345,464.94000244140625,,,,,
N_240.00_240.79,North,240.21098484848486,464.8399963378906,,,,,
N_240.00_240.79,North,240.21162879250267,464.94000244140625,,,,,
N_240.00_240.79,North,240.2142424149947,465.0199890136719,,,,,
N_240.00_240.79,North,240.21554923780036,465.2699890136719,,,,,
N_240.00_240.79,North,240.21685606060606,465.2300109863281,,,,,
N_240.00_240.79,North,240.21816288341176,465.3299865722656,,,,,
N_240.00_240.79,North,240.2207954637932,465.19000244140625,,,,,
N_240.00_240.79,North,240.2286363543886,465.1600036621094,,,,,
N_240.00_240.79,North,240.22928029840642,465.25,,,,,
N_240.00_240.79,North,240.23189394401783,465.0400085449219,,,,,
N_240.00_240.79,North,240.2332007668235,465.1000061035156,,,,,
N_240.00_240.79,North,240.23452652439926,465,,,,,
N_240.00_240.79,North,240.23647726810339,465.05999755859375,,,,,
N_240.00_240.79,North,240.2377840909091,464.9700012207031,,,,,
N_240.00_240.79,North,240.24170453620678,465.05999755859375,,,,,
N_240.00_240.79,North,240.24628788341175,464.69000244140625,,,,,
N_240.00_240.79,North,240.24867424242424,464.7699890136719,,,,,
N_240.00_240.79,North,240.25479167591442,464.7399902,,,,,
N_240.00_240.79,North,240.2587310559822,464.6400146484375,,,,,
N_240.00_240.79,North,240.26070075757576,464.4800109863281,,,,,
N_240.00_240.79,North,240.26134470159357,464.3599853515625,,,,,
N_240.00_240.79,North,240.26462120287346,464.2699890136719,,,,,
N_240.00_240.79,North,240.2691666574189,464.4200134277344,,,,,
N_240.00_240.79,North,240.2698674288663,464.5899963378906,,,,,
N_240.00_240.79,North,240.27378787416401,464.6400146484375,,,,,
N_240.00_240.79,North,240.27445075295188,464.75,,,,,
N_240.00_240.79,North,240.27825756650984,464.9100036621094,,,,,
N_240.00_240.79,North,240.28231060143673,464.8500061035156,,,,,
N_240.00_240.79,North,240.2824242331765,464.8299865722656,,,,,
N_240.00_240.79,North,240.28295454545454,464.75,,,,,
N_240.00_240.79,North,240.28426136826025,464.7900085449219,,,,,
N_240.00_240.79,North,240.2849242470481,464.6499938964844,,,,,
N_240.00_240.79,North,240.2865151607629,464.6300048828125,,,,,
N_240.00_240.79,North,240.28659089984316,464.6499938964844,,,,,
N_240.00_240.79,North,240.2866098577326,464.6499938964844,,,,,
N_240.00_240.79,North,240.28689394864168,464.67999267578125,,,,,
N_240.00_240.79,North,240.28755682742957,464.8599853515625,,,,,
N_240.00_240.79,North,240.2888636271159,464.8699951171875,,,,,
N_240.00_240.79,North,240.28952650590375,465.0400085449219,,,,,
N_240.00_240.79,North,240.2947348392371,465.19000244140625,,,,,
N_240.00_240.79,North,240.29742424704813,465.1199951171875,,,,,
N_240.00_240.79,North,240.3013825850053,465.5899963378906,,,,,
N_240.00_240.79,North,240.30268938469163,465.6300048828125,,,,,
N_240.00_240.79,North,240.30335226347952,465.5400085449219,,,,,
N_240.00_240.79,North,240.30547348947235,465.5199890136719,,,,,
N_240.00_240.79,North,240.30859848947236,465.2399902,,,,,
N_240.00_240.79,North,240.3118560559822,465.30999755859375,,,,,
N_240.00_240.79,North,240.31446970159357,465.1300048828125,,,,,
N_240.00_240.79,North,240.31905302567915,465.3399963378906,,,,,
N_240.00_240.79,North,240.32035984848486,465.6000061035156,,,,,
N_240.00_240.79,North,240.32166667129053,465.6300048828125,,,,,
N_240.00_240.79,North,240.33085227735114,466.30999755859375,,,,,
N_240.00_240.79,North,240.33149622136895,466.44000244140625,,,,,
N_240.00_240.79,North,240.33346589984316,466.5400085449219,,,,,
N_240.00_240.79,North,240.33477272264886,466.5899963378906,,,,,
N_240.00_240.79,North,240.33541666666667,466.5299987792969,,,,,
N_240.00_240.79,North,240.33727273652048,466.70001220703125,,,,,
N_240.00_240.79,North,240.34003788341175,466.6499938964844,,,,,
N_240.00_240.79,North,240.34200758500532,466.4200134277344,,,,,
N_240.00_240.79,North,240.3465909090909,466.6300048828125,,,,,
N_240.00_240.79,North,240.34922348947237,466.5899963378906,,,,,
N_240.00_240.79,North,240.3504734848485,466.4599914550781,,,,,
N_240.00_240.79,North,240.35249999075225,466.5299987792969,,,,,
N_240.00_240.79,North,240.3551325711337,466.2200012207031,,,,,
N_240.00_240.79,North,240.35774621674508,466.1700134277344,,,,,
N_240.00_240.79,North,240.36102271802497,466.2200012207031,,,,,
N_240.00_240.79,North,240.36299241961854,466.4100036621094,,,,,
N_240.00_240.79,North,240.36573863173976,466.44000244140625,,,,,
N_240.00_240.79,North,240.36742424242425,466.3500061035156,,,,,
N_240.00_240.79,North,240.3678219650731,466.3900146484375,,,,,
N_240.00_240.79,North,240.36801135901248,466.4700012207031,,,,,
N_240.00_240.79,North,240.37155303955078,466.55999755859375,,,,,
N_240.00_240.79,North,240.37373106985382,466.4899902,,,,,
N_240.00_240.79,North,240.37482954083066,466.3399963378906,,,,,
N_240.00_240.79,North,240.37793560606062,466.3399963378906,,,,,
N_240.00_240.79,North,240.37810606522993,466.3500061035156,,,,,
N_240.00_240.79,North,240.3788825757576,466.4700012207031,,,,,
N_240.00_240.79,North,240.37943182280569,466.45001220703125,,,,,
N_240.00_240.79,North,240.38009470159358,466.6000061035156,,,,,
N_240.00_240.79,North,240.38602271802498,466.6600036621094,,,,,
N_240.00_240.79,North,240.38666666204278,466.55999755859375,,,,,
N_240.00_240.79,North,240.38799244273793,466.5299987792969,,,,,
N_240.00_240.79,North,240.38929924242424,466.3399963378906,,,,,
N_240.00_240.79,North,240.39390152439927,466.05999755859375,,,,,
N_240.00_240.79,North,240.40570077607126,466.1400146484375,,,,,
N_240.00_240.79,North,240.40840907241358,466,,,,,
N_240.00_240.79,North,240.41225377863103,466.2200012207031,,,,,
N_240.00_240.79,North,240.41291665741892,466.3800048828125,,,,,
N_240.00_240.79,North,240.4177651607629,466.2799987792969,,,,,
N_240.00_240.79,North,240.42083333333332,466.19000244140625,,,,,
N_240.00_240.79,North,240.4214962121212,466.04998779296875,,,,,
N_240.00_240.79,North,240.4221590909091,466.04998779296875,,,,,
N_240.00_240.79,North,240.42348484848486,465.8699951171875,,,,,
N_240.00_240.79,North,240.42547348484848,465.8699951171875,,,,,
N_240.00_240.79,North,240.42611740574694,465.7399902,,,,,
N_240.00_240.79,North,240.42642045454545,465.7600098,,,,,
N_240.00_240.79,North,240.42649619362572,465.7699890136719,,,,,
N_240.00_240.79,North,240.4272537693833,465.7600098,,,,,
N_240.00_240.79,North,240.4274431633227,465.7399902,,,,,
N_240.00_240.79,North,240.42759468772195,465.67999267578125,,,,,
N_240.00_240.79,North,240.4280303030303,465.6600036621094,,,,,
N_240.00_240.79,North,240.42810604211056,465.6400146484375,,,,,
N_240.00_240.79,North,240.42856061530836,465.7200012207031,,,,,
N_240.00_240.79,North,240.42880683667732,465.7200012207031,,,,,
N_240.00_240.79,North,240.43140152439926,465.44000244140625,,,,,
N_240.00_240.79,North,240.43187500924776,465.5,,,,,
N_240.00_240.79,North,240.43206440318716,465.5199890136719,,,,,
N_240.00_240.79,North,240.4322159275864,465.5199890136719,,,,,
N_240.00_240.79,North,240.43337120287347,465.4100036621094,,,,,
N_240.00_240.79,North,240.4333901607629,465.4100036621094,,,,,
N_240.00_240.79,North,240.43405303955078,465.4200134277344,,,,,
N_240.00_240.79,North,240.4341856060606,465.4100036621094,,,,,
N_240.00_240.79,North,240.43537879712653,465.2300109863281,,,,,
N_240.00_240.79,North,240.43799244273794,465.25,,,,,
N_240.00_240.79,North,240.43933711196436,465.4200134277344,,,,,
N_240.00_240.79,North,240.44089013301965,465.4599914550781,,,,,
N_240.00_240.79,North,240.44666664817117,465.4200134277344,,,,,
N_240.00_240.79,North,240.44723482998936,465.5,,,,,
N_240.00_240.79,North,240.4499053030303,465.3500061035156,,,,,
N_240.00_240.79,North,240.45056818181817,465.1700134277344,,,,,
N_240.00_240.79,North,240.45386361786814,464.8900146484375,,,,,
N_240.00_240.79,North,240.45715910015684,464.9800109863281,,,,,
N_240.00_240.79,North,240.46047349409625,465.19000244140625,,,,,
N_240.00_240.79,North,240.4617045547023,465.1400146484375,,,,,
N_240.00_240.79,North,240.4637689301462,465.2200012207031,,,,,
N_240.00_240.79,North,240.4670644124349,465.19000244140625,,,,,
N_240.00_240.79,North,240.46839017001065,465.1099853515625,,,,,
N_240.00_240.79,North,240.46905304879854,465.1499938964844,,,,,
N_240.00_240.79,North,240.47329545454545,464.8800048828125,,,,,
N_240.00_240.79,North,240.4776136456114,464.94000244140625,,,,,
N_240.00_240.79,North,240.47785986698034,464.9100036621094,,,,,
N_240.00_240.79,North,240.47827652439926,464.8599853515625,,,,,
N_240.00_240.79,North,240.48696968772194,464.80999755859375,,,,,
N_240.00_240.79,North,240.48736743349016,464.7900085449219,,,,,
N_240.00_240.79,North,240.48748104211055,464.7799987792969,,,,,
N_240.00_240.79,North,240.48757573908026,464.7600098,,,,,
N_240.00_240.79,North,240.48808713970763,464.6600036621094,,,,,
N_240.00_240.79,North,240.49320077607126,464.79998779296875,,,,,
N_240.00_240.79,North,240.49467801180754,464.9599914550781,,,,,
N_240.00_240.79,North,240.49651517001067,464.9200134277344,,,,,
N_240.00_240.79,North,240.49685604211055,464.94000244140625,,,,,
N_240.00_240.79,North,240.49732952695905,464.9800109863281,,,,,
N_240.00_240.79,North,240.49772727272727,464.9200134277344,,,,,
N_240.00_240.79,North,240.4979924057469,464.8699951171875,,,,,
N_240.00_240.79,North,240.4983144124349,464.8800048828125,,,,,
N_240.00_240.79,North,240.4983333240856,464.8800048828125,,,,,
N_240.00_240.79,North,240.4986552845348,464.8800048828125,,,,,
N_240.00_240.79,North,240.49950755726206,464.7300109863281,,,,,
N_240.00_240.79,North,240.50011365485915,464.7399902,,,,,
N_240.00_240.79,North,240.5005113543886,464.8999938964844,,,,,
N_240.00_240.79,North,240.50126893014618,464.9800109863281,,,,,
N_240.00_240.79,North,240.50259468772194,464.9100036621094,,,,,
N_240.00_240.79,North,240.50522729122278,465,,,,,
N_240.00_240.79,North,240.5058712121212,464.8800048828125,,,,,
N_240.00_240.79,North,240.50636365485914,464.8900146484375,,,,,
N_240.00_240.79,North,240.50784089059542,464.7099914550781,,,,,
N_240.00_240.79,North,240.51047349409623,464.67999267578125,,,,,
N_240.00_240.79,North,240.51113637288412,464.5899963378906,,,,,
N_240.00_240.79,North,240.51323861786813,464.55999755859375,,,,,
N_240.00_240.79,North,240.5136742331765,464.5,,,,,
N_240.00_240.79,North,240.5137689301462,464.4899902,,,,,
N_240.00_240.79,North,240.51704545454547,464.6600036621094,,,,,
N_240.00_240.79,North,240.52155303955078,464.5,,,,,
N_240.00_240.79,North,240.52231061530836,464.6099853515625,,,,,
N_240.00_240.79,North,240.52274623061672,464.5799865722656,,,,,
N_240.00_240.79,North,240.52428029378254,464.5899963378906,,,,,
N_240.00_240.79,North,240.52888257575756,464.32000732421875,,,,,
N_240.00_240.79,North,240.53151513301964,464.4100036621094,,,,,
N_240.00_240.79,North,240.53285984848486,464.5199890136719,,,,,
N_240.00_240.79,North,240.5354545362068,464.45001220703125,,,,,
N_240.00_240.79,North,240.53573862711588,464.5,,,,,
N_240.00_240.79,North,240.53611741499466,464.5799865722656,,,,,
N_240.00_240.79,North,240.53761365485914,464.6000061035156,,,,,
N_240.00_240.79,North,240.54204545454544,464.25,,,,,
N_240.00_240.79,North,240.5426893754439,464.2900085449219,,,,,
N_240.00_240.79,North,240.5429545547023,464.2799987792969,,,,,
N_240.00_240.79,North,240.54308712121212,464.2900085449219,,,,,
N_240.00_240.79,North,240.5435606060606,464.2900085449219,,,,,
N_240.00_240.79,North,240.54530302105528,464.4599914550781,,,,,
N_240.00_240.79,North,240.54653408166135,464.4100036621094,,,,,
N_240.00_240.79,North,240.54712122136897,464.45001220703125,,,,,
N_240.00_240.79,North,240.54729165741892,464.4700012207031,,,,,
N_240.00_240.79,North,240.55032196044922,464.4899902,,,,,
N_240.00_240.79,North,240.55128788803563,464.4100036621094,,,,,
N_240.00_240.79,North,240.55657196044922,464.4100036621094,,,,,
N_240.00_240.79,North,240.55664774576823,464.3999938964844,,,,,
N_240.00_240.79,North,240.5573106245561,464.32000732421875,,,,,
N_240.00_240.79,North,240.55931817257044,464.4700012207031,,,,,
N_240.00_240.79,North,240.56000000924774,464.3399963378906,,,,,
N_240.00_240.79,North,240.5610605875651,464.4200134277344,,,,,
N_240.00_240.79,North,240.5615151607629,464.4200134277344,,,,,
N_240.00_240.79,North,240.56193181818182,464.3800048828125,,,,,
N_240.00_240.79,North,240.56200755726206,464.3800048828125,,,,,
N_240.00_240.79,North,240.56204547304097,464.3699951171875,,,,,
N_240.00_240.79,North,240.5625946969697,464.3399963378906,,,,,
N_240.00_240.79,North,240.5633522727273,464.4100036621094,,,,,
N_240.00_240.79,North,240.5636553215258,464.3599853515625,,,,,
N_240.00_240.79,North,240.56369319106594,464.3599853515625,,,,,
N_240.00_240.79,North,240.56401515151515,464.30999755859375,,,,,
N_240.00_240.79,North,240.56424241499468,464.3299865722656,,,,,
N_240.00_240.79,North,240.56467803030304,464.4100036621094,,,,,
N_240.00_240.79,North,240.56589013301965,464.3500061035156,,,,,
N_240.00_240.79,North,240.57217804879852,464.57000732421875,,,,,
N_240.00_240.79,North,240.57278410015684,464.6600036621094,,,,,
N_240.00_240.79,North,240.57335228197502,464.9100036621094,,,,,
N_240.00_240.79,North,240.5759848392371,464.6600036621094,,,,,
N_240.00_240.79,North,240.5765719789447,464.8399963378906,,,,,
N_240.00_240.79,North,240.57996211196436,464.6300048828125,,,,,
N_240.00_240.79,North,240.5799810698538,464.6300048828125,,,,,
N_240.00_240.79,North,240.58054925167198,464.6499938964844,,,,,
N_240.00_240.79,North,240.58130682742956,464.8599853515625,,,,,
N_240.00_240.79,North,240.58157196044922,464.8299865722656,,,,,
N_240.00_240.79,North,240.58196970621745,464.79998779296875,,,,,
N_240.00_240.79,North,240.5832954637932,464.9100036621094,,,,,
N_240.00_240.79,North,240.58337120287345,464.8999938964844,,,,,
N_240.00_240.79,North,240.5838636456114,464.80999755859375,,,,,
N_240.00_240.79,North,240.58393938469163,464.7799987792969,,,,,
N_240.00_240.79,North,240.58395834258107,464.7799987792969,,,,,
N_240.00_240.79,North,240.58462122136896,464.7900085449219,,,,,
N_240.00_240.79,North,240.58477274576822,464.7799987792969,,,,,
N_240.00_240.79,North,240.58594697894472,464.7900085449219,,,,,
N_240.00_240.79,North,240.58638259425308,464.82000732421875,,,,,
N_240.00_240.79,North,240.5866098577326,464.8299865722656,,,,,
N_240.00_240.79,North,240.58793561530837,464.7600098,,,,,
N_240.00_240.79,North,240.59130683667732,464.8800048828125,,,,,
N_240.00_240.79,North,240.5925757668235,465.1000061035156,,,,,
N_240.00_240.79,North,240.59517045454547,465.2900085449219,,,,,
N_240.00_240.79,North,240.5954355875651,465.3399963378906,,,,,
N_240.00_240.79,North,240.59660986698034,465.5,,,,,
N_240.00_240.79,North,240.59731061530834,465.5199890136719,,,,,
N_240.00_240.79,North,240.59797349409624,465.44000244140625,,,,,
N_240.00_240.79,North,240.59998104211056,465.5299987792969,,,,,
N_240.00_240.79,North,240.60001895788943,465.5299987792969,,,,,
N_240.00_240.79,North,240.60053031227807,465.4599914550781,,,,,
N_240.00_240.79,North,240.60081440318714,465.4899902,,,,,
N_240.00_240.79,North,240.6008901422674,465.4899902,,,,,
N_240.00_240.79,North,240.60107953620678,465.5,,,,,
N_240.00_240.79,North,240.6013447154652,465.5400085449219,,,,,
N_240.00_240.79,North,240.60164771802496,465.55999755859375,,,,,
N_240.00_240.79,North,240.60170454545454,465.55999755859375,,,,,
N_240.00_240.79,North,240.60200759425308,465.5799865722656,,,,,
N_240.00_240.79,North,240.60267047304094,465.7399902,,,,,
N_240.00_240.79,North,240.60664774576824,466,,,,,
N_240.00_240.79,North,240.6105492331765,466.0400085449219,,,,,
N_240.00_240.79,North,240.61198864561138,466.2399902,,,,,
N_240.00_240.79,North,240.61910982998936,466.2399902,,,,,
N_240.00_240.79,North,240.62136364561138,466.44000244140625,,,,,
N_240.00_240.79,North,240.6226704452977,466.3800048828125,,,,,
N_240.00_240.79,North,240.62473486698036,466.4800109863281,,,,,
N_240.00_240.79,North,240.62609849409623,466.44000244140625,,,,,
N_240.00_240.79,North,240.6269507668235,466.6400146484375,,,,,
N_240.00_240.79,North,240.6294697154652,466.5299987792969,,,,,
N_240.00_240.79,North,240.63070077607125,466.5899963378906,,,,,
N_240.00_240.79,North,240.63081438469163,466.5899963378906,,,,,
N_240.00_240.79,North,240.63123104211056,466.5899963378906,,,,,
N_240.00_240.79,North,240.63276515151514,466.5,,,,,
N_240.00_240.79,North,240.6375946969697,466.5,,,,,
N_240.00_240.79,North,240.64096591833865,466.32000732421875,,,,,
N_240.00_240.79,North,240.6443560513583,466.3599853515625,,,,,
N_240.00_240.79,North,240.6463825572621,466.25,,,,,
N_240.00_240.79,North,240.6470643939394,466.1099853515625,,,,,
N_240.00_240.79,North,240.64727274576822,466.0899963378906,,,,,
N_240.00_240.79,North,240.64840910940458,466.05999755859375,,,,,
N_240.00_240.79,North,240.65102270877722,465.75,,,,,
N_240.00_240.79,North,240.6569128787879,465.6099853515625,,,,,
N_240.00_240.79,North,240.66056819106592,465.7300109863281,,,,,
N_240.00_240.79,North,240.66068179968633,465.7200012207031,,,,,
N_240.00_240.79,North,240.6612499815045,465.6600036621094,,,,,
N_240.00_240.79,North,240.66443180893407,465.80999755859375,,,,,
N_240.00_240.79,North,240.66596591833866,465.7099914550781,,,,,
N_240.00_240.79,North,240.66657196969697,465.80999755859375,,,,,
N_240.00_240.79,North,240.6679924242424,465.8699951171875,,,,,
N_240.00_240.79,North,240.6681818181818,465.9100036621094,,,,,
N_240.00_240.79,North,240.66859847560073,466.0299987792969,,,,,
N_240.00_240.79,North,240.66867426091974,466.0400085449219,,,,,
N_240.00_240.79,North,240.67204543604996,465.92999267578125,,,,,
N_240.00_240.79,North,240.67746212121213,466.30999755859375,,,,,
N_240.00_240.79,North,240.67880683667732,466.2600098,,,,,
N_240.00_240.79,North,240.67945075757575,466.04998779296875,,,,,
N_240.00_240.79,North,240.68151513301964,465.6600036621094,,,,,
N_240.00_240.79,North,240.68159091833866,465.6600036621094,,,,,
N_240.00_240.79,North,240.68217801180754,465.7200012207031,,,,,
N_240.00_240.79,North,240.6847916574189,465.4700012207031,,,,,
N_240.00_240.79,North,240.69030303955077,465.67999267578125,,,,,
N_240.00_240.79,North,240.69227271802498,465.6300048828125,,,,,
N_240.00_240.79,North,240.69301138213186,465.7399902,,,,,
N_240.00_240.79,North,240.6952461936257,465.79998779296875,,,,,
N_240.00_240.79,North,240.69708335182884,466,,,,,
N_240.00_240.79,North,240.70179924242424,466.07000732421875,,,,,
N_240.00_240.79,North,240.70248107910157,465.9700012207031,,,,,
N_240.00_240.79,North,240.70515150590376,465.8999938964844,,,,,
N_240.00_240.79,North,240.70581438469165,465.7200012207031,,,,,
N_240.00_240.79,North,240.7084848577326,465.67999267578125,,,,,
N_240.00_240.79,North,240.70907195120148,465.54998779296875,,,,,
N_240.00_240.79,North,240.71117424242425,465.4100036621094,,,,,
N_240.00_240.79,North,240.7138447154652,465.4100036621094,,,,,
N_240.00_240.79,North,240.71450759425306,465.25,,,,,
N_240.00_240.79,North,240.7165151422674,465.3599853515625,,,,,
N_240.00_240.79,North,240.7246212121212,465.3399963378906,,,,,
N_240.00_240.79,North,240.72553031227807,465.25,,,,,
N_240.00_240.79,North,240.7259848392371,465.25,,,,,
N_240.00_240.79,North,240.72613636363636,465.2099914550781,,,,,
N_240.00_240.79,North,240.72642045454546,465.1499938964844,,,,,
N_240.00_240.79,North,240.72664771802496,465.0899963378906,,,,,
N_240.00_240.79,North,240.7280303030303,464.8999938964844,,,,,
N_240.00_240.79,North,240.73070077607127,464.75,,,,,
N_240.00_240.79,North,240.73073864561138,464.7399902,,,,,
N_240.00_240.79,North,240.73123104211055,464.55999755859375,,,,,
N_240.00_240.79,North,240.73128786954013,464.5299987792969,,,,,
N_240.00_240.79,North,240.73138256650984,464.4800109863281,,,,,
N_240.00_240.79,North,240.7328219789447,464.30999755859375,,,,,
N_240.00_240.79,North,240.73537879712654,464.3399963378906,,,,,
N_240.00_240.79,North,240.73748104211055,464.25,,,,,
N_240.00_240.79,North,240.74087122136896,464.2300109863281,,,,,
N_240.00_240.79,North,240.74494319106594,464.4100036621094,,,,,
N_240.00_240.79,North,240.74628786029237,464.2900085449219,,,,,
N_240.00_240.79,North,240.74899620287346,464.2799987792969,,,,,
N_240.00_240.79,North,240.74935607910157,464.2399902,,,,,
N_240.00_240.79,North,240.7496780395508,464.20001220703125,,,,,
N_240.00_240.79,North,240.7510227087772,464.25,,,,,
N_240.00_240.79,North,240.75170454545454,464.42999267578125,,,,,
N_240.00_240.79,North,240.75202650590376,464.4800109863281,,,,,
N_240.00_240.79,North,240.75208333333333,464.4800109863281,,,,,
N_240.00_240.79,North,240.75238638213187,464.5199890136719,,,,,
N_240.00_240.79,North,240.7550946784742,464.55999755859375,,,,,
N_240.00_240.79,North,240.75712123061672,464.9200134277344,,,,,
N_240.00_240.79,North,240.75842803030304,464.9800109863281,,,,,
N_240.00_240.79,North,240.75982952695904,464.9200134277344,,,,,
N_240.00_240.79,North,240.7616287693833,464.9599914550781,,,,,
N_240.00_240.79,North,240.76187499075226,465,,,,,
N_240.00_240.79,North,240.76325757575756,464.94000244140625,,,,,
N_240.00_240.79,North,240.76390149665602,464.9800109863281,,,,,
N_240.00_240.79,North,240.76429924242424,465.0100098,,,,,
N_240.00_240.79,North,240.7652462121212,465.0100098,,,,,
N_240.00_240.79,North,240.76535986698036,464.9800109863281,,,,,
N_240.00_240.79,North,240.76592804879854,464.7699890136719,,,,,
N_240.00_240.79,North,240.7706628972834,464.4100036621094,,,,,
N_240.00_240.79,North,240.77515152439926,464.3399963378906,,,,,
N_240.00_240.79,North,240.77666662967567,464.44000244140625,,,,,
N_240.00_240.79,North,240.77681820031367,464.4100036621094,,,,,
N_240.00_240.79,North,240.77791664817116,464.2900085449219,,,,,
N_240.00_240.79,North,240.77801134514087,464.2900085449219,,,,,
N_240.00_240.79,North,240.7784658720999,464.3500061035156,,,,,
N_240.00_240.79,North,240.77867422392873,464.3599853515625,,,,,
N_240.00_240.79,North,240.7799999815045,464.20001220703125,,,,,
N_240.00_240.79,North,240.78068181818182,464.2200012207031,,,,,
N_240.00_240.79,North,240.78344698819248,463.8699951171875,,,,,
N_240.00_240.79,North,240.78399621212122,463.94000244140625,,,,,
N_240.00_240.79,North,240.78401517001066,463.94000244140625,,,,,
N_240.00_240.79,North,240.78935602361506,463.3399963378906,,,,,
N_240.00_240.79,North,240.79064395788944,463.45001220703125,,,,,
N_240.00_240.79,North,240.7923105875651,463.3900146484375,,,,,
N_240.00_240.79,North,240.79244320031367,463.3800048828125,,,,,
N_240.00_240.79,North,240.79335225423176,463.2300109863281,,,,,
N_240.00_240.79,North,240.7934091279001,463.2300109863281,,,,,
N_240.00_240.79,North,240.79363634514087,463.2300109863281,,,,,
N_240.00_240.79,North,240.79450757575756,463.2600098,,,,,
N_240.00_240.79,North,240.7960227272727,463.0299987792969,,,,,
S_244.08_244.32,South,244.08039772725468,465.45001220703125,,,,,
S_244.08_244.32,South,244.08079545450934,465.5,,,,,
S_244.08_244.32,South,244.08149621213929,465.3599853515625,,,,,
S_244.08_244.32,South,244.08196969689746,465.4700012207031,,,,,
S_244.08_244.32,South,244.08244318174596,465.1400146484375,,,,,
S_244.08_244.32,South,244.08274621212124,465.1600036621094,,,,,
S_244.08_244.32,South,244.08318181803733,465.30999755859375,,,,,
S_244.08_244.32,South,244.08352272734498,465.2900085449219,,,,,
S_244.08_244.32,South,244.0838636362914,465.1600036621094,,,,,
S_244.08_244.32,South,244.08429924256876,465.20001220703125,,,,,
S_244.08_244.32,South,244.08481060598837,464.7699890136719,,,,,
S_244.08_244.32,South,244.08509469689747,464.79998779296875,,,,,
S_244.08_244.32,South,244.08558712121214,465.1000061035156,,,,,
S_244.08_244.32,South,244.08664772698376,465.1700134277344,,,,,
S_244.08_244.32,South,244.08799242438693,465.5,,,,,
S_244.08_244.32,South,244.08859848513748,465.45001220703125,,,,,
S_244.08_244.32,South,244.08918560606062,465.4899902,,,,,
S_244.08_244.32,South,244.08954545483445,465.42999267578125,,,,,
S_244.08_244.32,South,244.09043560577163,465.5899963378906,,,,,
S_244.08_244.32,South,244.0911553033193,465.6400146484375,,,,,
S_244.08_244.32,South,244.09185606031707,465.7799987792969,,,,,
